"ID","GSBC01","GSBC02","GSBC03","GSBC04","GSBC05","GSBC06","GSBC07","GSBC08","GSBC09","GSBC10","GSBC11","GSBC12","GSBC13","GSBC14","GSBC15","GSBC16","GSBC17","GSBC18","GSBC19","GSBC20","GSBC21","GSBC22","GSBC23","GSBC24","GSBC25","Harga"
"CAD2401228",0,5,0,3,0,0,1,1,0,0,0,0,0,0,0,0,3,1,2,1,3,1,0,0,73,2185
"CAD2401229",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,2,1,4,3,0,1,8,825
"CAD2401230",0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,1,4,3,1,1,4,245
"CAD2401231",1,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,3,1,2,1,4,3,1,0,3,845
"CAD2401232",0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,2,1,2,1,4,0,0,0,72,785
"CAD2401233",0,2,0,2,0,0,0,1,0,0,0,0,0,0,0,0,3,1,2,1,4,1,0,1,17,1105
"CAD2401234",0,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,1,2,1,4,2,1,1,74,225
"CAD2401235",0,2,0,1,0,0,1,1,0,0,0,0,0,0,0,0,3,1,2,1,4,0,0,0,4,785
"CAD2401236",1,2,0,0,0,0,1,0,0,1,0,0,0,0,0,0,3,0,1,1,2,0,0,1,4,475
"CAD2401237",0,3,0,1,0,0,1,1,0,0,0,0,0,0,0,0,3,1,2,1,4,1,0,1,15,525
"CAD2401238",1,0,0,0,2,0,1,0,0,0,0,1,0,1,0,0,3,0,0,1,4,3,1,1,13,335
"CAD2401239",0,4,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,1,2,1,4,1,0,1,71,1285
"CAD2401240",0,4,0,2,0,0,0,1,0,0,0,0,0,0,0,0,3,1,2,1,4,1,0,1,14,985
"CAD2401241",0,3,0,1,0,0,0,1,0,0,0,0,0,0,0,0,3,4,2,1,4,3,1,0,6,525
"CAD2401242",0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,1,4,3,0,1,3,335
"CAD2401243",0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,1,1,1,0,0,0,11,185
"CAD2401244",0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,3,1,2,1,1,3,0,1,15,885
"CAD2401245",1,3,1,1,2,0,1,1,0,0,0,0,0,0,0,0,3,1,2,1,4,3,0,0,9,1385
"CAD2401246",0,5,0,2,0,0,1,1,0,0,0,0,0,0,0,0,3,1,2,1,3,1,0,1,10,1425
"CAD2401247",1,2,1,2,0,1,1,1,0,0,0,0,0,0,0,0,3,1,2,1,4,3,1,1,8,465
"CAD2401248",0,1,0,3,0,0,0,1,0,0,0,0,0,1,0,1,3,1,2,1,0,1,0,1,73,165
"CAD2401249",0,4,0,2,0,0,1,1,0,0,0,0,0,0,0,0,3,1,2,1,4,0,1,1,14,525
"CAD2401250",1,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,3,1,2,1,2,0,0,0,2,525
"CAD2401251",0,5,0,3,0,0,1,1,0,0,0,0,0,0,0,0,3,1,2,1,3,1,0,1,73,2685
"CAD2401252",0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,3,0,2,1,4,1,0,1,13,345
"CAD2401253",0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,3,0,1,2,0,0,0,3,585
"CAD2401254",0,2,0,0,0,0,0,1,0,0,0,1,0,1,0,0,3,0,2,1,4,1,0,0,3,335
"CAD2401255",0,2,0,1,0,0,1,0,0,0,0,0,0,0,1,0,3,1,2,1,4,0,0,1,79,525
"CAD2401256",1,2,0,1,0,0,0,1,0,1,0,1,0,1,0,0,3,1,2,1,4,0,0,0,4,405
"CAD2401257",0,2,0,0,0,0,1,0,0,0,0,0,0,1,0,0,3,1,2,1,4,0,0,1,2,585
"CAD2401258",0,4,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,1,2,1,4,0,1,1,1,435
"CAD2401259",0,3,0,1,0,0,1,1,0,0,0,1,0,1,0,0,3,1,2,1,4,1,0,1,16,785
"CAD2401260",0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,2,1,2,0,0,0,6,335
"CAD2401261",1,2,0,0,0,0,1,0,0,1,1,1,0,1,0,0,3,0,2,1,2,3,0,1,8,525
"CAD2401262",0,2,0,0,0,0,0,1,0,0,0,0,0,1,0,0,3,4,2,1,4,1,0,0,17,265
"CAD2401263",0,2,0,0,0,0,0,0,0,0,0,0,0,1,1,0,3,1,2,1,4,0,0,1,72,525
"CAD2401264",0,2,0,1,0,0,1,1,0,0,0,0,0,0,0,0,3,1,2,1,4,0,1,1,10,465
"CAD2401265",0,2,0,1,0,0,1,0,0,1,1,1,0,1,0,0,3,0,2,1,2,0,0,1,1,465
"CAD2401266",1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,2,1,4,1,0,0,71,315
"CAD2401267",0,2,0,1,0,0,1,0,0,0,0,0,0,1,0,0,3,1,2,1,4,2,1,1,71,675
"CAD2401268",1,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,3,1,2,1,4,1,0,1,12,1065
"CAD2401269",0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,1,4,0,0,0,3,385
"CAD2401270",1,2,0,3,0,0,1,0,0,1,0,0,0,1,0,0,3,1,2,1,4,1,0,1,11,685
"CAD2401271",0,3,0,2,0,0,1,1,0,0,0,0,0,1,0,0,3,1,2,1,4,2,1,0,13,335
"CAD2401272",1,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,4,3,0,1,2,0,0,0,5,685
"CAD2401273",0,3,0,0,0,0,1,1,0,0,0,0,0,0,0,0,3,1,2,1,4,1,0,1,15,1685
"CAD2401274",0,5,0,2,0,0,1,1,0,0,0,0,0,0,0,0,3,1,2,1,4,1,0,1,75,905
"CAD2401275",0,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,3,3,0,1,4,0,0,0,5,325
"CAD2401276",0,5,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,1,2,1,0,2,1,1,74,785
"CAD2401277",0,0,0,0,2,0,1,0,0,0,0,0,0,1,0,0,1,1,2,1,4,2,1,0,71,1985
"CAD2401278",0,4,0,2,0,0,1,1,0,0,0,0,0,0,1,0,3,1,2,1,4,0,1,1,18,755
"CAD2401279",0,4,0,2,0,0,1,1,0,0,0,0,0,1,0,0,3,1,2,1,4,3,1,1,1,885
"CAD2401280",0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,3,1,2,1,0,1,0,1,16,985
"CAD2401281",1,4,0,2,0,0,0,0,0,1,0,1,0,1,0,1,3,3,0,1,4,0,0,1,17,165
"CAD2401282",0,3,0,2,0,0,1,1,0,0,0,0,0,0,0,0,3,1,2,1,4,3,1,1,6,885
"CAD2401283",0,2,0,2,0,0,1,0,0,0,0,0,0,0,0,0,2,1,2,1,4,0,1,1,6,705
"CAD2401284",1,2,0,0,0,0,0,0,0,0,1,0,1,1,0,0,3,1,2,1,4,3,0,1,13,235
"CAD2401285",1,4,0,1,0,0,1,1,0,0,0,0,0,0,0,0,3,0,2,1,4,1,0,1,10,525
"CAD2401286",0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,1,2,1,4,3,1,0,3,535
"CAD2401287",0,2,0,0,0,1,0,1,0,0,0,0,0,0,0,0,3,4,2,1,4,2,1,1,74,585
"CAD2401288",0,2,0,4,0,0,1,1,1,0,0,0,0,1,0,0,3,1,2,1,4,0,0,1,6,615
"CAD2401289",0,4,0,2,0,0,1,1,0,0,0,0,0,0,0,0,3,1,2,1,4,1,0,0,77,1185
"CAD2401290",1,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,1,2,1,4,0,0,0,6,435
"CAD2401291",1,3,0,1,0,0,1,1,0,0,1,0,0,1,0,0,3,0,0,1,0,0,0,1,2,285
"CAD2401292",0,4,0,4,0,0,1,1,0,0,0,0,0,0,0,0,3,1,2,1,4,2,1,0,78,1185
"CAD2401293",1,2,0,1,0,0,0,0,0,1,1,1,0,1,0,0,3,1,2,1,4,2,1,1,1,405
"CAD2401294",0,2,0,1,0,0,0,0,0,1,1,0,0,1,0,0,3,1,2,1,4,0,0,1,8,345
"CAD2401295",1,2,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,2,1,4,1,0,0,1,475
"CAD2401296",0,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,3,1,2,1,4,0,0,0,6,405
"CAD2401297",1,3,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,1,2,1,4,0,0,1,3,785
"CAD2401298",0,5,0,2,0,0,1,1,0,0,0,0,0,0,0,0,1,1,2,1,4,1,0,1,75,485
"CAD2401299",0,4,0,2,0,0,1,1,0,0,0,0,0,0,0,0,1,1,2,1,4,1,0,1,16,485
"CAD2401300",0,5,0,4,0,0,1,1,0,0,0,0,0,0,0,0,3,1,2,1,4,0,1,1,11,365
"CAD2401301",0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,1,2,1,4,0,1,0,5,405
"CAD2401302",0,2,0,1,0,0,1,0,0,0,1,0,0,1,0,1,3,0,2,1,2,0,0,0,6,285
"CAD2401303",0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,1,2,1,4,1,0,1,16,785
"CAD2401304",0,4,0,2,0,0,1,1,0,0,0,0,0,0,0,0,3,1,2,1,4,2,1,0,73,1105
"CAD2401305",0,4,0,1,0,0,0,1,0,0,0,0,0,1,0,0,4,1,2,1,4,2,1,1,74,225
"CAD2401306",0,4,0,1,0,0,0,1,0,0,0,0,0,0,0,0,3,1,2,1,4,1,0,1,77,685
"CAD2401307",0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,1,2,1,4,1,0,0,5,965
"CAD2401308",0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,3,1,2,1,4,1,0,1,12,615
"CAD2401309",0,5,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,2,1,4,1,0,1,76,885
"CAD2401310",0,2,0,1,0,0,0,1,0,1,0,0,0,1,0,0,3,1,2,1,4,0,0,1,9,705
"CAD2401311",0,2,0,2,0,0,1,0,0,0,0,1,0,1,0,0,3,1,2,1,4,1,0,1,6,335
"CAD2401312",0,2,0,2,0,0,1,0,0,0,0,0,0,0,1,0,3,1,2,1,4,3,0,1,79,405
"CAD2401313",0,4,0,3,0,0,1,1,0,0,0,0,0,0,0,0,3,1,2,1,0,1,0,1,75,705
"CAD2401314",0,5,0,5,0,0,1,1,0,0,0,0,0,0,0,0,3,1,2,1,3,1,0,1,76,1835
"CAD2401315",0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,1,2,1,4,0,0,1,2,625
"CAD2401316",0,4,0,1,0,0,0,1,0,0,0,0,0,1,0,0,3,1,2,1,4,1,0,1,77,1525
"CAD2401317",1,1,0,0,0,0,1,1,0,1,0,1,0,1,0,0,3,1,2,1,4,1,0,1,12,735
"CAD2401318",0,2,0,0,0,0,1,0,0,0,0,0,0,1,0,0,3,3,0,1,4,0,1,0,3,485
"CAD2401319",0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,1,2,1,4,0,0,1,5,555
"CAD2401320",0,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,3,1,0,1,4,1,0,1,6,185
"CAD2401321",1,2,1,0,0,0,1,1,0,0,0,0,0,0,0,0,3,0,2,1,4,1,0,0,15,465
"CAD2401322",0,4,0,3,0,0,0,1,0,0,0,0,0,0,0,0,3,4,2,1,4,1,0,1,73,985
"CAD2401323",0,2,0,0,0,0,0,0,0,1,1,1,0,1,0,0,3,0,2,1,4,1,0,0,9,125
"CAD2401324",0,4,0,0,0,0,0,1,0,0,0,0,0,1,0,0,3,1,2,1,4,3,1,1,76,165
"CAD2401325",0,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,3,4,2,1,2,3,1,1,7,535
"CAD2401326",0,4,0,3,0,0,1,1,0,0,0,0,0,0,0,0,3,1,2,1,3,1,0,1,16,1785
"CAD2401327",0,5,0,2,0,0,1,1,0,0,0,0,0,0,0,0,3,1,2,1,3,1,0,1,75,735
"CAD2401328",0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,1,2,1,4,0,0,0,6,345
"CAD2401329",0,3,0,2,0,0,0,1,0,0,0,0,0,0,0,0,3,1,2,1,4,3,0,1,73,2515
"CAD2401330",0,2,0,0,0,0,1,0,0,0,0,0,0,1,0,0,3,1,2,1,4,2,1,1,11,1105
"CAD2401331",0,2,0,1,0,0,1,1,0,0,0,0,0,0,1,0,3,4,2,1,4,1,0,1,79,965
"CAD2401332",0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,3,1,2,1,4,3,1,1,8,1185
"CAD2401333",0,3,0,2,0,0,0,1,0,0,0,0,0,0,0,0,3,1,2,1,4,1,0,1,77,405
"CAD2401334",1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,1,2,1,2,0,0,0,17,405
"CAD2401335",0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,1,2,1,4,3,0,1,15,955
"CAD2401336",1,4,0,2,0,0,1,1,0,0,0,0,0,1,0,0,3,1,2,1,4,1,0,1,4,775
"CAD2401337",0,5,0,2,0,0,0,1,0,0,0,0,0,0,0,0,3,1,2,1,0,2,1,1,71,2785
"CAD2401338",0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,2,1,4,3,0,1,76,285
"CAD2401339",1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,2,1,1,2,0,0,1,7,375
"CAD2401340",0,4,0,2,0,0,1,1,0,0,0,0,0,0,0,0,3,1,2,1,4,1,0,1,16,585
"CAD2401341",0,4,0,2,0,0,1,1,0,0,0,0,0,0,0,0,3,1,2,1,0,2,1,1,74,1085
"CAD2401342",0,4,0,1,0,1,1,0,0,0,0,0,0,0,0,0,3,1,2,1,4,1,0,0,3,1985
"CAD2401343",0,2,0,1,0,0,1,1,0,0,0,0,0,1,0,0,3,1,2,1,4,1,0,1,15,835
"CAD2401344",0,2,0,1,0,0,1,1,0,0,0,0,0,0,1,0,3,1,2,1,4,3,0,1,75,585
"CAD2401345",0,4,0,1,0,1,0,0,0,0,0,0,0,0,0,0,3,1,2,1,4,2,1,1,73,185
"CAD2401346",1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2,1,4,0,0,0,8,165
"CAD2401347",1,3,0,0,0,0,1,1,0,0,0,0,0,0,0,0,3,1,2,1,4,3,0,1,1,525
"CAD2401348",0,2,0,2,0,0,1,1,0,0,0,0,0,0,0,0,3,1,2,1,4,1,0,1,7,705
"CAD2401349",0,2,0,2,0,0,1,1,0,0,0,0,0,0,0,0,3,1,2,1,4,1,0,1,13,4985
"CAD2401350",0,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,3,1,2,1,4,3,0,1,2,785
"CAD2401351",0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,1,4,1,0,1,77,45
"CAD2401352",0,4,0,0,0,0,1,1,0,0,0,0,0,0,0,0,3,1,2,1,3,1,0,1,16,945
"CAD2401353",1,2,0,0,0,0,1,0,0,0,0,1,0,1,0,0,3,1,0,1,4,0,1,1,2,285
"CAD2401354",1,5,0,2,0,0,1,1,0,0,0,0,0,0,0,0,3,1,2,1,4,3,0,1,76,205
"CAD2401355",0,4,0,5,0,0,1,1,0,0,0,0,0,0,0,0,3,4,2,1,4,2,1,1,74,985
"CAD2401356",0,2,0,1,0,0,0,0,0,1,0,1,0,1,0,1,3,3,0,1,2,0,1,1,4,225
"CAD2401357",0,2,0,0,0,1,1,0,0,0,0,0,0,1,0,0,3,1,2,1,4,2,1,1,8,445
"CAD2401358",0,4,0,0,0,0,1,1,0,0,0,0,0,0,0,0,3,1,2,1,4,0,1,0,17,1285
"CAD2401359",0,4,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,2,1,4,1,0,1,77,825
"CAD2401360",0,3,0,5,0,0,1,1,0,0,0,0,0,1,0,0,1,1,2,1,4,3,1,1,76,985
"CAD2401361",0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,3,0,1,4,0,0,0,5,275
"CAD2401362",0,5,0,3,0,0,0,1,0,0,0,0,0,0,0,0,3,1,2,1,4,1,0,1,4,785
"CAD2401363",0,4,0,1,0,0,1,1,0,0,0,0,0,0,0,0,3,3,0,1,4,0,0,0,5,435
"CAD2401364",0,3,0,0,0,0,1,1,0,0,0,0,0,1,1,0,3,1,2,1,4,1,0,1,16,485
"CAD2401365",0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,1,2,1,4,0,1,1,10,485
"CAD2401366",1,4,0,0,0,0,1,1,0,0,0,0,0,0,0,0,3,1,2,1,4,1,0,1,17,485
"CAD2401367",0,4,0,2,0,0,0,1,0,0,0,0,0,0,0,0,3,4,0,1,4,1,0,1,6,615
"CAD2401368",0,4,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,2,1,4,3,0,1,77,405
"CAD2401369",0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,3,1,2,1,4,1,0,1,15,725
"CAD2401370",0,2,0,2,0,0,1,1,0,0,0,0,0,0,0,0,3,1,2,1,3,3,1,1,4,335
"CAD2401371",1,0,0,0,1,1,0,0,0,1,0,1,0,1,0,0,3,0,2,1,2,3,0,0,9,685
"CAD2401372",0,4,0,1,0,0,1,0,0,0,0,0,0,0,0,0,3,1,2,1,4,0,1,0,5,1185
"CAD2401373",0,2,0,1,0,0,1,1,0,0,1,1,0,0,1,0,3,1,2,1,4,0,0,1,18,285
"CAD2401374",0,2,0,2,0,0,1,1,0,0,0,0,0,0,0,0,3,1,2,1,2,0,0,0,6,525
"CAD2401375",0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,1,2,1,4,0,0,1,3,615
"CAD2401376",0,4,0,1,0,0,0,1,0,0,0,0,0,0,0,0,3,1,2,1,4,1,0,1,75,885
"CAD2401377",0,5,0,2,0,0,1,1,0,0,0,0,0,0,0,0,3,1,2,1,4,1,0,1,6,2785
"CAD2401378",0,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,3,1,2,1,4,1,0,1,79,525
"CAD2401379",0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,3,1,2,1,4,3,1,1,15,585
"CAD2401380",0,4,0,3,0,0,1,1,0,0,0,0,0,0,0,0,3,1,2,1,4,1,0,1,75,585
"CAD2401381",0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,1,2,1,4,0,0,0,79,425
"CAD2401382",0,4,0,2,0,0,1,1,0,0,0,0,0,0,0,0,1,1,2,1,4,1,0,1,76,585
"CAD2401383",0,4,0,2,0,0,0,1,0,0,0,0,0,0,0,0,3,1,2,1,4,3,1,1,13,525
"CAD2401384",0,5,0,4,0,0,1,1,0,0,0,0,0,0,0,0,3,1,2,1,4,1,0,0,4,1185
"CAD2401385",1,2,0,1,0,0,1,1,0,1,0,1,0,1,0,0,3,4,1,1,4,0,1,0,4,545
"CAD2401386",1,2,0,0,0,0,0,0,1,0,0,0,0,0,0,1,3,1,2,1,2,2,1,1,2,1485
"CAD2401387",0,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,3,1,2,1,2,0,0,0,6,335
"CAD2401388",1,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,1,4,1,0,1,77,65
"CAD2401389",0,4,0,2,0,0,1,0,0,0,0,0,0,0,0,0,3,1,2,1,4,2,1,1,10,1105
"CAD2401390",0,5,0,2,0,0,1,1,0,0,0,0,0,0,0,0,3,1,2,1,3,1,0,1,72,785
"CAD2401391",0,3,0,2,0,0,1,1,0,0,0,0,0,0,0,0,1,1,2,1,4,1,0,1,15,285
"CAD2401392",1,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,1,2,405
"CAD2401393",1,3,0,1,0,0,1,0,0,0,0,0,0,0,0,0,3,1,2,1,4,3,1,0,17,645
"CAD2401394",0,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,1,2,1,4,1,0,1,9,615
"CAD2401395",0,4,0,0,0,0,1,1,0,0,0,0,0,0,0,0,3,1,2,1,4,1,0,1,4,485
"CAD2401396",0,3,0,0,0,0,1,1,0,0,0,0,0,0,0,0,3,1,2,1,4,3,1,1,16,985
"CAD2401397",0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,1,2,1,4,0,1,0,4,405
"CAD2401398",0,2,0,1,0,0,1,1,0,0,0,0,0,1,0,0,1,1,2,1,4,2,1,1,71,525
"CAD2401399",0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,1,2,1,4,0,0,0,17,335
"CAD2401400",0,4,0,3,0,0,1,1,0,0,0,0,0,0,0,0,3,1,2,1,4,0,0,1,2,585
"CAD2401401",1,2,0,0,0,0,1,0,0,0,0,0,0,1,1,0,3,1,2,1,4,3,0,1,18,865
"CAD2401402",0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,1,2,1,4,0,1,0,10,615
"CAD2401403",0,4,0,1,0,0,0,1,0,0,0,0,0,1,1,0,3,1,0,1,4,0,0,1,18,585
"CAD2401404",1,2,0,3,0,0,1,0,0,1,0,0,0,1,0,0,3,0,2,1,4,0,1,0,7,335
"CAD2401405",0,5,0,1,0,0,1,1,0,0,0,0,0,0,0,0,3,1,2,1,4,1,0,1,15,525
"CAD2401406",0,4,0,3,0,1,0,1,0,0,0,0,0,0,0,0,3,1,2,1,4,3,1,1,2,705
"CAD2401407",1,3,0,1,0,0,1,1,0,0,0,0,0,1,0,0,3,1,2,1,4,1,0,1,74,475
"CAD2401408",0,3,0,1,0,0,1,1,0,0,0,0,0,0,0,0,3,1,2,1,4,3,1,1,3,885
"CAD2401409",0,5,0,3,0,0,1,1,0,0,0,0,0,0,0,0,3,4,2,1,4,0,0,0,5,785
"CAD2401410",0,4,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,2,1,4,3,0,1,14,1765
"CAD2401411",0,1,0,1,0,0,0,0,0,0,1,1,0,1,0,0,3,0,2,1,4,2,1,0,1,835
"CAD2401412",0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,1,2,1,4,1,0,1,7,485
"CAD2401413",0,2,0,0,0,1,1,1,0,1,0,1,0,1,0,0,1,0,0,1,4,2,1,0,2,435
"CAD2401414",0,2,0,1,0,0,1,1,0,0,0,0,0,1,0,0,3,1,2,1,4,1,0,1,16,735
"CAD2401415",0,2,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,3,0,1,4,0,1,0,3,385
"CAD2401416",0,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,3,0,2,1,4,0,1,1,3,185
"CAD2401417",0,4,0,0,0,1,0,1,0,0,0,0,0,0,0,0,3,1,2,1,4,1,0,1,9,885
"CAD2401418",0,5,0,3,0,1,1,1,0,0,0,0,0,0,0,0,3,1,2,1,3,1,0,1,73,2235
"CAD2401419",0,2,0,2,0,0,1,1,0,0,0,0,0,1,0,0,3,1,2,1,4,1,0,0,73,545
"CAD2401420",0,4,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,2,1,4,1,0,1,16,285
"CAD2401421",0,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,3,1,2,1,4,1,0,1,3,585
"CAD2401422",0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2,1,2,0,0,1,2,335
"CAD2401423",0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,3,1,2,1,4,2,1,1,74,925
"CAD2401424",0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,1,2,1,4,1,0,1,12,525
"CAD2401425",1,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,3,1,1,4,0,0,0,2,435
"CAD2401426",0,4,0,3,0,0,1,1,0,0,0,0,0,0,0,0,3,1,2,1,4,1,0,1,15,1985
"CAD2401427",0,3,0,1,0,0,1,1,0,1,0,0,0,1,0,0,1,0,2,1,4,0,0,1,5,405
"CAD2401428",0,4,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,2,1,4,1,0,1,16,465
"CAD2401429",0,2,1,1,0,0,1,0,0,0,0,1,0,0,0,0,3,1,2,1,4,3,0,1,13,615
"CAD2401430",0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,1,2,1,4,1,0,1,9,1055
"CAD2401431",0,4,0,1,0,0,0,0,0,1,0,1,0,1,0,1,3,4,2,1,4,1,0,1,78,225
"CAD2401432",0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,3,1,1,4,3,0,1,2,585
"CAD2401433",0,3,0,3,0,0,1,1,0,0,0,0,0,0,0,0,1,3,2,1,4,1,0,1,76,885
"CAD2401434",0,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,3,1,2,1,4,3,0,1,10,825
"CAD2401435",0,3,0,2,0,0,1,1,0,0,0,0,0,0,1,0,3,1,2,1,4,1,0,0,72,485
"CAD2401436",1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,3,1,1,2,0,1,0,2,405
"CAD2401437",0,3,0,1,0,0,1,1,0,1,1,1,0,0,0,0,3,1,2,1,4,3,1,1,7,1265
"CAD2401438",0,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,1,2,1,4,1,0,1,16,985
"CAD2401439",0,4,0,0,0,0,0,0,0,1,0,1,1,0,1,0,1,1,2,1,4,3,1,1,75,385
"CAD2401440",0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,3,3,0,1,4,3,0,1,11,385
"CAD2401441",0,5,0,1,0,0,1,0,0,0,0,0,0,0,0,0,3,1,2,1,4,1,0,1,18,1545
"CAD2401442",0,4,0,1,0,0,1,1,0,0,0,0,0,1,0,0,2,1,2,1,4,1,0,1,76,285
"CAD2401443",1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,3,4,2,1,4,0,0,1,12,985
"CAD2401444",0,5,0,1,0,0,0,1,0,0,0,0,0,0,0,0,3,1,2,1,4,1,0,1,78,1385
"CAD2401445",0,4,0,0,0,0,1,1,0,0,0,0,0,0,0,0,3,1,2,1,4,1,0,0,5,965
"CAD2401446",1,3,0,0,0,0,1,1,0,0,0,0,0,0,0,0,3,1,2,1,4,0,1,1,1,585
"CAD2401447",0,4,0,1,0,0,1,1,0,0,0,0,0,0,0,0,3,1,2,1,4,0,0,1,10,785
"CAD2401448",1,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,1,2,1,4,0,0,1,2,685
"CAD2401449",1,2,0,0,0,0,0,0,0,0,0,0,0,1,1,0,3,1,2,1,4,1,0,1,16,305
"CAD2401450",0,2,0,2,0,0,1,0,0,0,0,0,0,0,0,0,3,4,2,1,4,0,1,1,8,1385
"CAD2401451",0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,3,1,2,1,4,1,0,1,5,885
"CAD2401452",0,2,0,1,0,0,0,0,0,1,1,1,1,1,0,0,3,1,2,1,4,0,1,1,1,585
"CAD2401453",0,2,0,0,0,0,1,0,0,0,0,0,0,1,0,0,3,1,2,1,2,0,1,0,5,675
"CAD2401454",0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,1,2,1,4,3,1,1,2,685
"CAD2401455",0,2,0,3,0,0,1,0,0,1,0,1,0,1,0,0,3,1,2,1,4,1,0,0,10,705
"CAD2401456",0,4,0,2,0,0,0,1,0,0,0,0,0,0,0,0,3,1,2,1,4,1,0,0,73,285
"CAD2401457",0,5,0,2,0,0,0,1,0,0,0,0,0,0,0,0,2,1,2,1,4,1,0,1,73,155
